ID,ln_balance_limit,sex,education,marriage,age,default_next_month
221,12.793859310432293,1,1,0,40,1
222,12.706847933442663,1,3,1,45,0
223,12.611537753638338,1,2,1,35,0
224,12.676076274775909,1,2,1,33,0
225,10.819778284410283,1,3,1,37,1
226,12.043553716032399,1,1,1,28,0
227,12.765688433465597,0,3,0,44,0
228,9.903487552536127,0,2,0,37,0
229,10.819778284410283,0,2,1,23,1
230,9.903487552536127,1,3,1,24,0
231,10.819778284410283,1,1,1,24,0
232,9.903487552536127,0,2,1,23,1
233,10.819778284410283,0,2,0,26,0
234,12.154779351142624,0,2,1,34,1
235,11.002099841204238,1,2,0,33,0
236,11.289781913656018,0,1,1,35,0
237,11.918390573078392,1,2,1,27,0
238,12.254862809699606,1,1,1,31,0
239,12.388394202324129,1,3,0,50,1
240,11.84939770159144,1,2,0,41,1
241,11.002099841204238,1,1,1,28,0
242,10.819778284410283,0,1,1,39,0
243,10.819778284410283,1,2,1,27,0
244,12.100712129872347,1,1,1,32,0
245,10.308952660644293,1,1,1,40,0
246,9.903487552536127,1,2,1,40,0
247,12.429216196844383,1,2,0,75,0
248,11.512925464970229,1,2,1,27,0
249,12.706847933442663,0,1,1,25,0
250,10.819778284410283,0,3,0,46,0
251,10.819778284410283,1,2,1,26,0
252,10.308952660644293,0,2,1,28,0
253,11.84939770159144,1,2,1,26,1
254,11.982929094215963,1,1,1,28,0
255,12.89921982609012,1,2,1,29,0
256,10.819778284410283,0,2,0,25,0
257,11.84939770159144,1,2,0,48,0
258,11.982929094215963,1,2,0,33,0
259,11.512925464970229,1,3,0,43,0
260,12.301382825334498,0,1,0,48,1
261,13.142166004700508,1,1,1,29,0
262,10.819778284410283,0,2,1,29,0
263,11.982929094215963,1,1,0,38,0
264,12.345834587905333,1,1,1,37,0
265,11.289781913656018,1,1,1,37,0
266,11.918390573078392,1,2,0,25,0
267,9.210340371976184,0,3,1,23,0
268,11.77528972943772,1,3,1,49,1
269,10.596634733096073,1,1,1,48,0
270,10.819778284410283,0,2,1,27,1
271,11.512925464970229,0,3,1,32,0
272,11.695247021764184,0,1,0,34,0
273,12.468436909997665,1,1,1,58,1
274,12.206072645530174,1,2,1,33,0
275,12.793859310432293,1,2,1,28,1
276,11.156250521031495,1,2,1,36,0
277,13.038981768465277,0,1,0,40,1
278,10.819778284410283,1,1,1,26,0
279,10.819778284410283,0,3,0,33,0
280,12.429216196844383,1,2,0,31,0
281,10.308952660644293,1,1,1,27,0
282,12.506177237980511,0,2,0,44,0
283,12.100712129872347,1,3,1,30,0
284,11.512925464970229,1,1,1,28,0
285,12.345834587905333,1,3,0,32,0
286,12.254862809699606,1,1,0,46,0
287,12.254862809699606,0,1,1,38,0
288,12.994530005894443,1,2,0,46,0
289,11.512925464970229,1,2,1,25,1
290,12.388394202324129,1,2,0,46,0
291,12.542544882151386,0,1,1,33,1
292,10.819778284410283,1,2,1,22,1
293,10.308952660644293,0,2,0,43,0
294,9.210340371976184,0,2,1,27,1
295,11.77528972943772,0,1,1,29,0
296,12.206072645530174,0,1,1,31,0
297,11.695247021764184,1,2,0,29,0
298,12.254862809699606,1,2,0,36,0
299,12.542544882151386,1,1,0,36,0
300,12.611537753638338,0,1,1,34,1
301,11.512925464970229,0,2,1,37,0
302,12.994530005894443,1,1,1,36,0
303,10.819778284410283,1,3,0,40,0
304,9.903487552536127,1,1,1,25,1
305,12.206072645530174,1,1,1,27,0
306,11.608235644774552,1,2,1,26,0
307,13.122363377404328,1,2,0,36,0
308,12.611537753638338,1,2,0,27,0
309,10.308952660644293,0,3,0,55,1
310,11.002099841204238,1,1,1,27,0
311,12.89921982609012,1,2,0,38,0
312,12.100712129872347,1,2,0,34,0
313,9.903487552536127,0,1,1,40,0
314,12.206072645530174,1,3,0,49,1
315,11.512925464970229,0,1,1,27,0
316,11.002099841204238,0,2,1,23,1
317,11.608235644774552,1,2,1,36,0
318,12.468436909997665,1,3,0,53,0
319,10.819778284410283,1,3,0,46,0
320,12.100712129872347,0,2,1,29,0
321,11.608235644774552,0,2,1,29,1
322,12.736700896592344,1,1,1,27,0
323,10.819778284410283,0,2,1,24,0
324,12.345834587905333,1,2,0,28,1
325,12.793859310432293,1,2,1,32,0
326,12.254862809699606,0,2,1,43,0
327,12.301382825334498,1,2,0,41,1
328,11.002099841204238,1,2,0,34,1
329,12.736700896592344,0,2,0,55,0
330,11.918390573078392,0,1,0,40,0
331,12.206072645530174,1,2,0,37,1
332,11.77528972943772,1,2,1,40,1
333,11.002099841204238,1,1,1,28,0
334,12.89921982609012,1,2,0,43,0
335,9.903487552536127,0,1,1,27,0
336,12.154779351142624,1,1,1,28,0
337,12.468436909997665,1,1,1,30,0
338,11.84939770159144,1,2,1,31,0
339,10.819778284410283,1,2,0,31,1
340,11.695247021764184,1,1,1,34,0
341,12.388394202324129,1,2,1,30,0
342,10.819778284410283,0,2,1,36,0
343,12.206072645530174,1,1,1,29,0
344,12.100712129872347,0,1,0,39,0
345,12.100712129872347,1,1,1,26,0
346,11.982929094215963,1,1,1,29,0
347,11.512925464970229,1,2,1,26,0
348,10.819778284410283,1,2,1,29,1
349,11.84939770159144,1,2,1,31,0
350,10.308952660644293,1,2,1,26,1
351,11.407564949312402,0,1,1,26,0
352,12.206072645530174,0,1,0,36,0
353,12.84792653170257,0,1,1,30,1
354,11.289781913656018,1,2,1,43,0
355,10.819778284410283,0,3,0,58,0
356,12.100712129872347,0,2,0,45,1
357,12.388394202324129,1,2,1,26,0
358,12.84792653170257,0,2,1,34,0
359,11.608235644774552,1,4,1,24,0
360,12.468436909997665,0,1,0,34,0
361,13.122363377404328,1,2,1,23,1
362,12.676076274775909,1,2,1,30,0
363,10.819778284410283,0,2,1,32,0
364,11.608235644774552,0,1,0,40,1
365,12.345834587905333,1,1,1,35,0
366,12.706847933442663,1,2,0,56,0
367,10.819778284410283,1,2,0,61,0
368,9.210340371976184,0,2,1,24,0
369,12.611537753638338,0,1,0,40,0
370,9.903487552536127,1,2,0,32,1
371,12.100712129872347,0,2,0,36,1
372,11.982929094215963,0,1,1,30,0
373,11.407564949312402,1,1,1,34,0
374,10.308952660644293,0,3,0,54,0
375,12.100712129872347,0,1,0,46,0
376,10.308952660644293,0,3,0,58,0
377,10.308952660644293,0,2,0,43,0
378,11.84939770159144,1,1,1,28,0
379,12.254862809699606,0,1,1,30,0
380,10.819778284410283,0,2,1,31,1
381,11.77528972943772,1,2,1,29,0
382,10.819778284410283,1,2,0,37,1
383,11.84939770159144,0,3,0,36,0
384,12.043553716032399,1,2,1,28,1
385,11.289781913656018,0,2,1,25,0
386,12.92391243868049,1,5,0,42,0
387,11.289781913656018,1,1,1,29,0
388,11.289781913656018,0,3,0,73,1
389,11.918390573078392,0,2,0,43,0
390,12.468436909997665,0,1,0,30,1
391,12.765688433465597,0,1,0,38,0
392,12.542544882151386,1,2,0,39,1
393,12.644327576461329,0,2,0,44,0
394,11.84939770159144,1,2,1,29,0
395,12.793859310432293,0,1,0,51,0
396,11.84939770159144,1,1,1,27,0
397,11.512925464970229,0,1,1,38,0
398,10.819778284410283,1,2,1,22,0
399,12.254862809699606,1,2,0,30,0
400,11.695247021764184,1,2,1,25,0
401,12.388394202324129,0,1,1,29,0
402,11.002099841204238,1,3,0,42,0
403,11.918390573078392,0,1,1,41,1
404,10.308952660644293,0,2,0,48,0
405,11.982929094215963,1,1,1,29,1
406,12.206072645530174,0,1,0,52,0
407,11.695247021764184,1,2,0,25,0
408,13.122363377404328,0,1,0,37,0
409,12.676076274775909,1,1,1,27,0
410,12.542544882151386,0,1,1,31,0
411,11.002099841204238,1,1,1,23,1
412,12.206072645530174,1,1,0,38,0
413,12.345834587905333,1,1,0,32,0
414,12.345834587905333,1,2,1,27,1
415,13.081541382884074,1,3,0,41,0
416,10.819778284410283,1,3,0,35,0
417,12.206072645530174,1,1,1,31,0
418,10.819778284410283,1,1,1,30,0
419,10.819778284410283,0,2,0,48,0
420,12.468436909997665,1,1,1,36,1
421,10.308952660644293,0,1,1,24,0
422,12.994530005894443,1,1,1,29,0
423,12.345834587905333,1,2,1,38,0
424,12.206072645530174,0,2,0,38,1
425,13.102160670086809,1,2,0,30,0
426,11.289781913656018,1,2,0,32,0
427,9.903487552536127,1,3,1,49,1
428,12.043553716032399,1,1,1,31,1
429,11.156250521031495,0,1,1,27,0
430,12.254862809699606,1,2,1,33,0
431,11.407564949312402,1,2,1,25,0
432,12.873902018105829,1,1,1,27,1
433,11.608235644774552,1,1,1,29,0
434,13.270783382522602,1,1,0,36,0
435,12.793859310432293,0,3,0,55,0
436,12.506177237980511,1,2,0,32,1
437,11.002099841204238,1,1,1,27,0
438,11.608235644774552,0,3,0,37,0
439,10.819778284410283,1,1,0,25,0
440,11.289781913656018,1,1,1,23,1
441,10.819778284410283,0,2,1,23,0
442,11.512925464970229,0,1,1,32,0
443,10.308952660644293,1,1,1,26,0
444,12.206072645530174,1,1,1,27,0
445,12.388394202324129,0,1,1,44,1
446,12.301382825334498,0,2,1,34,0
447,11.982929094215963,1,1,1,28,0
448,12.100712129872347,1,1,0,53,0
449,12.206072645530174,0,4,0,42,0
450,11.84939770159144,1,3,0,30,0
451,12.84792653170257,0,1,0,51,1
452,13.304684934198283,0,1,0,53,1
453,12.468436909997665,0,2,1,37,0
454,12.206072645530174,1,1,1,26,0
455,11.289781913656018,0,2,1,42,0
456,10.596634733096073,0,2,1,39,0
457,11.77528972943772,0,3,1,39,0
458,10.819778284410283,0,1,1,32,0
459,12.345834587905333,1,2,0,41,0
460,11.156250521031495,0,2,0,48,1
461,12.100712129872347,1,2,0,38,0
462,11.289781913656018,1,2,0,36,0
463,12.577636201962656,1,2,1,26,0
464,12.345834587905333,1,1,1,28,0
465,12.043553716032399,1,3,0,56,0
466,12.345834587905333,0,1,0,59,1
467,12.301382825334498,0,1,1,38,1
468,12.345834587905333,0,2,1,32,0
469,13.122363377404328,0,2,0,38,0
470,11.407564949312402,1,1,0,41,0
471,12.873902018105829,1,3,1,35,1
472,12.89921982609012,1,2,1,41,0
473,12.100712129872347,0,2,0,34,0
474,11.002099841204238,0,3,0,38,0
475,11.695247021764184,1,2,0,32,0
476,11.002099841204238,1,2,1,29,0
477,10.819778284410283,0,1,1,44,0
478,11.156250521031495,1,2,0,37,0
479,13.122363377404328,1,1,0,38,0
480,12.206072645530174,0,1,1,31,0
481,12.429216196844383,1,2,0,40,0
482,11.84939770159144,0,2,1,26,1
483,11.156250521031495,1,2,1,28,0
484,11.407564949312402,0,3,0,48,0
485,11.512925464970229,1,2,0,43,0
486,12.154779351142624,0,2,0,31,0
487,12.345834587905333,1,1,0,42,0
488,12.676076274775909,0,2,0,39,0
489,12.301382825334498,1,2,0,36,1
490,12.468436909997665,1,1,0,34,0
491,11.407564949312402,1,2,1,32,0
492,10.308952660644293,1,2,0,43,0
493,12.468436909997665,0,2,1,30,0
494,12.043553716032399,1,2,1,28,0
495,11.289781913656018,1,1,0,28,1
496,10.819778284410283,0,1,0,41,0
497,12.206072645530174,1,3,1,47,0
498,9.903487552536127,0,2,1,23,0
499,12.429216196844383,1,1,0,49,0
500,9.903487552536127,0,1,0,38,0
501,10.308952660644293,1,2,0,38,0
502,11.407564949312402,1,2,0,35,0
503,12.345834587905333,1,6,1,46,0
504,11.77528972943772,1,1,0,33,1
505,10.308952660644293,0,6,0,53,0
506,11.982929094215963,0,1,1,35,0
507,13.122363377404328,1,2,1,43,0
508,12.100712129872347,1,2,1,28,0
509,11.289781913656018,1,2,0,30,0
510,11.695247021764184,0,1,1,26,0
511,11.77528972943772,0,2,0,31,0
512,11.695247021764184,1,2,1,35,1
513,12.793859310432293,0,1,1,28,0
514,10.819778284410283,0,2,1,23,1
515,9.903487552536127,1,2,1,23,0
516,11.512925464970229,0,3,0,56,0
517,11.156250521031495,0,3,0,32,0
518,10.819778284410283,0,2,0,47,0
519,9.210340371976184,1,2,1,22,0
520,12.577636201962656,1,1,0,34,0
521,10.308952660644293,1,1,0,31,0
522,12.92391243868049,1,2,1,27,0
523,12.793859310432293,0,1,1,28,1
524,11.84939770159144,1,2,0,42,1
525,12.254862809699606,1,1,1,32,0
526,12.301382825334498,1,2,1,27,0
527,9.903487552536127,0,2,1,27,0
528,13.337474757021274,1,2,0,45,1
529,12.793859310432293,0,1,1,26,0
530,9.903487552536127,1,2,1,21,0
531,10.819778284410283,0,2,1,23,0
532,10.819778284410283,0,2,0,30,0
533,9.210340371976184,0,2,1,46,1
534,11.512925464970229,1,3,0,50,1
535,10.819778284410283,0,1,1,26,0
536,11.002099841204238,0,2,1,25,0
537,12.994530005894443,1,1,1,35,0
538,11.695247021764184,0,2,0,44,0
539,10.819778284410283,1,1,1,52,0
540,11.608235644774552,1,2,0,40,0
541,12.206072645530174,1,1,1,38,0
542,11.918390573078392,1,1,1,28,0
543,10.308952660644293,1,2,0,36,1
544,11.512925464970229,1,1,1,24,0
545,12.793859310432293,1,1,0,34,0
546,12.873902018105829,1,1,1,31,0
547,12.301382825334498,1,1,0,41,1
548,11.982929094215963,1,2,1,25,0
549,12.345834587905333,1,1,1,28,0
550,11.695247021764184,0,1,1,27,0
551,11.512925464970229,0,3,0,52,1
552,12.154779351142624,1,1,1,41,1
553,10.819778284410283,0,1,0,56,1
554,12.388394202324129,1,1,0,42,0
555,10.596634733096073,1,2,1,24,0
556,13.353475098367715,1,2,0,47,0
557,11.982929094215963,1,1,0,33,0
558,11.608235644774552,1,2,1,32,0
559,9.903487552536127,0,2,1,29,0
560,12.254862809699606,1,3,0,53,0
561,12.506177237980511,0,1,1,34,0
562,12.793859310432293,1,2,1,52,0
563,11.002099841204238,1,2,0,42,0
564,12.793859310432293,0,2,1,38,0
565,12.873902018105829,1,1,1,45,0
566,12.429216196844383,1,3,1,35,0
567,11.407564949312402,1,1,1,24,1
568,12.793859310432293,0,1,1,28,0
569,10.819778284410283,0,3,1,26,0
570,12.506177237980511,1,1,0,40,0
571,12.206072645530174,1,1,1,29,0
572,10.819778284410283,1,2,1,23,0
573,12.765688433465597,0,1,1,33,0
574,11.982929094215963,1,2,1,60,1
575,11.289781913656018,1,3,0,49,0
576,12.577636201962656,0,1,0,53,1
577,12.506177237980511,1,1,1,28,0
578,11.289781913656018,0,1,1,31,0
579,10.819778284410283,0,2,1,36,0
580,10.308952660644293,0,2,0,35,0
581,10.308952660644293,0,2,1,28,1
582,11.407564949312402,0,2,1,33,0
583,11.982929094215963,0,1,1,26,0
584,11.289781913656018,1,3,1,53,0
585,10.819778284410283,0,2,1,42,0
586,9.903487552536127,1,1,1,25,0
587,12.301382825334498,0,1,0,43,1
588,12.254862809699606,0,3,1,25,1
589,11.77528972943772,1,2,1,29,0
590,12.468436909997665,1,2,0,31,0
591,12.345834587905333,1,1,0,30,0
592,11.982929094215963,0,1,1,34,0
593,10.819778284410283,0,1,0,35,0
594,11.289781913656018,0,2,0,32,0
595,11.608235644774552,0,3,1,46,0
596,12.206072645530174,0,1,0,43,0
597,12.793859310432293,0,2,1,29,0
598,12.254862809699606,1,3,1,31,0
599,11.289781913656018,1,2,1,24,0
600,12.611537753638338,1,2,0,36,1
601,12.644327576461329,1,2,0,43,0
602,10.308952660644293,0,3,0,59,1
603,12.043553716032399,0,1,0,53,0
604,11.84939770159144,1,2,1,28,0
605,12.100712129872347,1,2,1,31,0
606,10.819778284410283,0,1,1,34,0
607,10.819778284410283,1,2,0,36,0
608,11.608235644774552,1,1,1,24,0
609,13.017002861746503,1,3,0,36,0
610,12.206072645530174,1,2,0,34,0
611,12.301382825334498,0,1,1,43,0
612,12.793859310432293,1,1,1,29,1
613,10.819778284410283,0,2,0,37,0
614,10.596634733096073,0,2,1,23,0
615,12.154779351142624,1,2,0,37,0
616,11.918390573078392,0,1,1,33,0
617,12.206072645530174,1,1,0,37,0
618,12.506177237980511,1,2,0,56,0
619,11.002099841204238,0,1,1,25,0
620,12.206072645530174,1,2,0,39,0
621,11.918390573078392,1,2,0,39,0
622,12.100712129872347,1,2,1,28,0
623,11.407564949312402,1,1,1,27,0
624,12.793859310432293,1,2,0,37,0
625,11.407564949312402,1,1,1,24,0
626,9.903487552536127,1,2,1,24,0
627,11.156250521031495,0,1,0,46,0
628,12.345834587905333,0,1,0,39,0
629,10.308952660644293,0,3,0,48,0
630,12.206072645530174,1,3,0,45,0
631,11.512925464970229,0,3,1,49,0
632,10.819778284410283,1,2,1,23,0
633,9.903487552536127,1,3,0,25,0
634,12.254862809699606,1,2,0,47,0
635,11.608235644774552,0,3,0,56,0
636,9.903487552536127,1,3,0,44,0
637,10.819778284410283,1,3,0,49,0
638,10.819778284410283,0,2,0,41,0
639,12.89921982609012,1,1,1,40,0
640,12.043553716032399,0,2,1,31,0
641,12.542544882151386,0,2,0,42,0
642,11.77528972943772,1,3,0,28,0
643,12.254862809699606,1,2,1,32,0
644,12.821258284620408,0,2,1,28,0
645,10.308952660644293,1,2,0,31,0
646,11.918390573078392,0,3,1,39,0
647,11.002099841204238,0,3,0,31,1
648,11.289781913656018,1,2,1,24,0
649,12.542544882151386,1,2,0,44,1
650,9.903487552536127,1,2,1,46,0
651,12.506177237980511,0,1,1,32,0
652,12.388394202324129,1,2,1,26,0
653,9.903487552536127,1,1,1,22,0
654,13.017002861746503,1,1,0,42,1
655,9.210340371976184,0,2,1,33,0
656,12.542544882151386,0,2,0,39,1
657,12.577636201962656,1,3,1,27,0
658,12.154779351142624,1,1,1,28,1
659,11.289781913656018,1,1,1,23,0
660,12.542544882151386,1,2,1,28,0
661,11.982929094215963,1,1,0,33,0
662,11.407564949312402,0,2,0,40,1
663,11.84939770159144,1,1,1,37,0
664,10.819778284410283,0,1,1,22,0
665,10.596634733096073,1,2,0,32,0
666,11.77528972943772,1,3,0,43,0
667,11.156250521031495,1,3,0,27,0
668,10.308952660644293,1,2,0,35,0
669,11.512925464970229,1,3,0,35,0
670,9.903487552536127,1,1,0,30,1
671,10.308952660644293,1,2,1,34,0
672,9.903487552536127,0,2,0,34,1
673,11.512925464970229,1,1,1,28,1
674,10.308952660644293,0,2,1,25,1
675,12.676076274775909,1,1,0,41,0
676,11.407564949312402,0,3,1,42,1
677,12.154779351142624,0,2,1,40,1
678,12.206072645530174,0,1,1,28,0
679,12.611537753638338,1,2,1,31,0
680,10.308952660644293,1,1,1,56,0
681,11.608235644774552,1,2,0,45,0
682,12.345834587905333,1,1,1,29,0
683,12.345834587905333,1,1,0,35,0
684,12.644327576461329,1,2,1,28,0
685,12.676076274775909,0,1,0,40,0
686,12.793859310432293,0,1,0,47,0
687,9.903487552536127,1,3,0,41,1
688,12.043553716032399,1,2,1,27,0
689,11.84939770159144,0,1,0,40,0
690,11.289781913656018,0,2,1,32,0
691,11.918390573078392,0,2,1,35,0
692,12.043553716032399,0,2,1,27,0
693,12.206072645530174,1,2,0,29,1
694,11.156250521031495,0,1,1,30,0
695,12.676076274775909,0,2,0,37,0
696,11.918390573078392,1,1,1,29,0
697,10.819778284410283,1,1,0,34,0
